,transaction_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,transaction_year,transaction_month,transaction_day,address,postcode,state,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
2410,2411,2017-10-29,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,2017,October,Sunday,6142 Grayhawk Lane,2298,New South Wales,8,Casey,McDade,Male,0,Technical Writer,Financial Services,High Net Worth,N,No,13.0,58.0,50s
2411,2412,2017-05-17,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,2017,May,Wednesday,5 Steensland Hill,2768,New South Wales,10,Tiffi,Havercroft,Female,77,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8.0,41.0,40s
2412,2413,2017-10-01,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42710.0,2017,October,Sunday,37983 Logan Street,2154,New South Wales,11,Abbey,Murrow,Male,27,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,17.0,79.0,70s
2413,2414,2017-12-09,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216.0,2017,December,Saturday,31168 Messerschmidt Street,3024,Victoria,5,Basile,Bowlas,Unknown,18,Registered Nurse,Health,Mass Customer,N,Yes,,,
2414,2415,2017-07-11,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0,2017,July,Tuesday,240 Lake View Road,4118,QLD,5,Tanner,Harp,Male,56,Web Designer II,Manufacturing,Mass Customer,N,No,3.0,44.0,40s
2415,2416,2017-06-08,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34244.0,2017,June,Thursday,290 Jay Drive,4210,QLD,3,Eberhard,Shalcras,Male,19,Office Assistant I,Health,Affluent Customer,N,No,16.0,63.0,60s
2416,2417,2017-11-14,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,39031.0,2017,November,Tuesday,1369 Morrow Plaza,3046,Victoria,8,Cacilia,Swetland,Female,27,Nurse,,Affluent Customer,N,No,22.0,48.0,40s
2417,2418,2017-08-07,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33552.0,2017,August,Monday,61976 Emmet Junction,2178,New South Wales,10,Elspeth,Brazil,Female,82,Software Engineer III,Property,Mass Customer,N,Yes,13.0,53.0,50s
2418,2419,2017-05-26,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40410.0,2017,May,Friday,7585 Rutledge Trail,3161,Victoria,9,Aron,Karlsen,Male,96,Physical Therapy Assistant,Property,High Net Worth,N,No,9.0,44.0,40s
2419,2420,2017-04-02,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,2017,April,Sunday,9 Northwestern Pass,4879,QLD,6,Celie,Guyers,Female,10,Staff Scientist,Financial Services,High Net Worth,N,No,16.0,46.0,40s
2420,2421,2017-09-04,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,2017,September,Monday,16 Dwight Court,2154,New South Wales,10,Marilee,Garbott,Female,54,Research Nurse,Health,Affluent Customer,N,Yes,13.0,68.0,60s
2421,2422,2017-07-24,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,2017,July,Monday,4 Becker Center,2145,New South Wales,10,Crysta,Woliter,Female,96,Librarian,Entertainment,High Net Worth,N,No,13.0,44.0,40s
2422,2423,2017-02-09,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,2017,February,Thursday,96 Hintze Point,2147,New South Wales,8,Lenci,Symcox,Male,49,Professor,IT,Mass Customer,N,Yes,20.0,42.0,40s
2423,2424,2017-08-08,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,2017,August,Tuesday,34222 Vera Circle,3240,Victoria,7,Loren,Batkin,Male,17,,,Affluent Customer,N,Yes,15.0,41.0,40s
2424,2425,2017-05-19,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2017,May,Friday,338 Little Fleur Avenue,2170,New South Wales,9,Barn,Sainsberry,Male,32,Help Desk Technician,,Mass Customer,N,Yes,11.0,47.0,40s
2425,2426,2017-08-24,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,40672.0,2017,August,Thursday,57769 Gulseth Lane,2040,New South Wales,10,Yancy,Ovett,Unknown,64,,IT,Affluent Customer,N,Yes,,,
2426,2427,2017-09-27,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707.0,2017,September,Wednesday,309 Shopko Center,4211,QLD,10,Myrta,Whibley,Female,20,Senior Developer,,High Net Worth,N,Yes,2.0,24.0,20s
2427,2428,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,2017,January,Friday,37 Roth Place,2144,New South Wales,10,Pauly,Keightley,Male,74,Help Desk Operator,,Mass Customer,N,Yes,9.0,54.0,50s
2428,2429,2017-03-07,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,2017,March,Tuesday,618 Kropf Drive,2261,New South Wales,9,Emeline,Baldi,Female,54,Assistant Professor,Manufacturing,Mass Customer,N,Yes,3.0,42.0,40s
2429,2430,2017-11-27,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,2017,November,Monday,1966 Glendale Avenue,4207,QLD,4,Humbert,Dikles,Male,38,Quality Engineer,,Mass Customer,N,No,5.0,54.0,50s
2430,2431,2017-04-19,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,2017,April,Wednesday,401 Pond Circle,4019,QLD,7,Alvy,Tyndall,Male,15,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2.0,23.0,20s
2431,2432,2017-04-29,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,33879.0,2017,April,Saturday,582 Kropf Avenue,2032,New South Wales,11,Ebba,Melhuish,Female,67,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,42.0,40s
2432,2433,2017-02-25,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668.0,2017,February,Saturday,2 Columbus Park,3075,Victoria,7,Burty,Strutz,Male,38,Nurse Practicioner,,High Net Worth,N,Yes,8.0,46.0,40s
2433,2434,2017-02-17,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017,February,Friday,99739 Coolidge Crossing,2760,New South Wales,7,Lenci,Soars,Male,40,Environmental Specialist,,Affluent Customer,N,No,18.0,66.0,60s
2434,2435,2017-04-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,40410.0,2017,April,Monday,75 Westerfield Park,4570,QLD,1,Orly,Ceney,Female,69,Account Coordinator,Manufacturing,Mass Customer,N,No,14.0,61.0,60s
2435,2436,2017-07-22,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,39298.0,2017,July,Saturday,62842 Pearson Point,2508,New South Wales,9,Jaymie,Wellesley,Male,37,Help Desk Technician,IT,Mass Customer,N,No,4.0,37.0,30s
2436,2437,2017-03-08,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533.0,2017,March,Wednesday,78426 Fulton Plaza,4223,QLD,9,Simonette,Cressingham,Female,90,Marketing Manager,Financial Services,Mass Customer,N,Yes,18.0,46.0,40s
2437,2438,2017-02-20,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,2017,February,Monday,336 Service Pass,2073,New South Wales,11,Lorianne,Ethersey,Female,76,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4.0,40.0,40s
2438,2439,2017-10-24,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,2017,October,Tuesday,4 Northridge Center,2076,New South Wales,11,Shelly,Yakebovitch,Female,44,,Manufacturing,Affluent Customer,N,No,15.0,55.0,50s
2439,2440,2017-11-03,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,2017,November,Friday,8 Superior Court,3174,Victoria,5,Lethia,Juanes,Female,17,Engineer II,Manufacturing,Affluent Customer,N,No,8.0,63.0,60s
2440,2441,2017-11-25,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429.0,2017,November,Saturday,8147 Dapin Hill,2280,New South Wales,8,Loutitia,Pinkie,Female,52,,Property,High Net Worth,N,Yes,5.0,64.0,60s
2441,2442,2017-10-29,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,2017,October,Sunday,047 Kedzie Park,2206,New South Wales,11,Odie,Enrrico,Male,8,Social Worker,Health,Affluent Customer,N,Yes,17.0,65.0,60s
2442,2443,2017-06-21,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,2017,June,Wednesday,9346 Sunfield Plaza,2671,New South Wales,1,Towny,Python,Male,30,Computer Systems Analyst I,Property,High Net Worth,N,No,20.0,33.0,30s
2443,2444,2017-02-21,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,2017,February,Tuesday,11 Dunning Pass,2219,New South Wales,10,Emmet,Cristoforo,Male,22,Associate Professor,Manufacturing,High Net Worth,N,No,11.0,46.0,40s
2444,2445,2017-07-03,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,2017,July,Monday,67 Crowley Drive,3216,Victoria,4,Johnnie,Prujean,Male,46,Quality Control Specialist,Retail,Affluent Customer,N,No,18.0,47.0,40s
2445,2446,2017-08-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,2017,August,Wednesday,76 Schiller Pass,4455,QLD,3,Lovell,Kiss,Male,33,,Retail,Affluent Customer,N,No,17.0,66.0,60s
2446,2447,2017-12-03,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40487.0,2017,December,Sunday,71761 Almo Street,4178,QLD,7,Richard,Poor,Male,55,Tax Accountant,,Affluent Customer,N,Yes,2.0,26.0,20s
2447,2448,2017-10-24,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539.0,2017,October,Tuesday,4898 Buell Terrace,3043,Victoria,7,Lorri,Iston,Female,5,Structural Analysis Engineer,Property,High Net Worth,N,No,10.0,30.0,30s
2448,2449,2017-10-14,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,2017,October,Saturday,6 Morningstar Way,2165,New South Wales,7,Oates,Broadberrie,Male,54,Tax Accountant,,Affluent Customer,N,No,8.0,40.0,40s
2449,2450,2017-03-24,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,2017,March,Friday,15 Shelley Hill,2164,New South Wales,8,Jayson,Breheny,Male,64,Structural Engineer,Retail,Affluent Customer,N,Yes,7.0,48.0,40s
2450,2451,2017-04-01,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017,April,Saturday,1556 Sheridan Hill,4165,QLD,5,Upton,Orford,Male,33,Editor,Argiculture,Affluent Customer,N,Yes,18.0,50.0,50s
2451,2452,2017-01-31,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0,2017,January,Tuesday,6568 Northridge Pass,3029,Victoria,6,Sophronia,Yerrill,Female,93,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17.0,47.0,40s
2452,2453,2017-08-31,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,2017,August,Thursday,4694 Carioca Court,4060,QLD,10,Ruthe,Campe,Female,22,Safety Technician II,Telecommunications,High Net Worth,N,No,9.0,30.0,30s
2453,2454,2017-10-14,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,2017,October,Saturday,6 Ryan Drive,2165,New South Wales,10,Gene,Brome,Female,81,Senior Sales Associate,Property,Mass Customer,N,Yes,12.0,63.0,60s
2454,2455,2017-10-16,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,41064.0,2017,October,Monday,975 Annamark Hill,4034,QLD,6,Kathe,Heatlie,Female,64,,Manufacturing,Mass Customer,N,No,21.0,45.0,40s
2455,2456,2017-09-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,35470.0,2017,September,Wednesday,40 Ilene Drive,3690,Victoria,1,Reidar,Pullin,Male,9,Sales Associate,,Mass Customer,N,No,10.0,31.0,30s
2456,2457,2017-04-14,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40553.0,2017,April,Friday,60 Sycamore Lane,2148,New South Wales,9,Benito,Vearnals,Male,70,Developer IV,IT,High Net Worth,N,Yes,15.0,48.0,40s
2457,2458,2017-05-24,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017,May,Wednesday,8439 Katie Crossing,3028,Victoria,8,Leilah,Liddel,Female,73,Media Manager II,Manufacturing,High Net Worth,N,Yes,5.0,59.0,50s
2458,2459,2017-07-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996.0,2017,July,Monday,22 Hayes Center,3156,Victoria,10,Jeanna,Naulls,Female,67,Quality Engineer,Manufacturing,High Net Worth,N,No,18.0,37.0,30s
2459,2460,2017-04-07,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34115.0,2017,April,Friday,3126 Butterfield Pass,2573,New South Wales,8,Mick,Boutellier,Male,88,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12.0,47.0,40s
2460,2461,2017-12-23,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42295.0,2017,December,Saturday,0 Moulton Plaza,2761,New South Wales,8,Tully,,Male,89,Speech Pathologist,,Affluent Customer,N,No,17.0,46.0,40s
2461,2462,2017-02-21,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,2017,February,Tuesday,188 Carberry Point,4650,QLD,1,Fletcher,Hutchens,Male,17,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21.0,42.0,40s
2462,2463,2017-04-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,2017,April,Tuesday,083 Farragut Avenue,2540,New South Wales,7,Krystle,Jovicevic,Female,54,Pharmacist,Health,Mass Customer,N,No,12.0,45.0,40s
2463,2464,2017-08-28,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,2017,August,Monday,62052 Loomis Avenue,4014,QLD,8,Cleve,Jindrak,Male,78,Speech Pathologist,Retail,Mass Customer,N,No,6.0,40.0,40s
2464,2465,2017-08-31,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42218.0,2017,August,Thursday,49 Talmadge Trail,2036,New South Wales,11,Paloma,Nilles,Female,31,Senior Editor,,Mass Customer,N,Yes,2.0,38.0,30s
2465,2466,2017-12-21,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,2017,December,Thursday,6247 Crest Line Terrace,2250,New South Wales,8,Araldo,Klamp,Male,62,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16.0,42.0,40s
2466,2467,2017-02-05,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,42295.0,2017,February,Sunday,77 Armistice Alley,2208,New South Wales,10,Ynez,Fawloe,Female,71,Engineer III,Manufacturing,Affluent Customer,N,Yes,4.0,47.0,40s
2467,2468,2017-05-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,2017,May,Sunday,572 Meadow Ridge Drive,3160,Victoria,7,Parker,Barenskie,Male,51,Marketing Assistant,Retail,High Net Worth,N,No,1.0,27.0,20s
2468,2469,2017-03-16,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667.0,2017,March,Thursday,7 Mcguire Terrace,3754,Victoria,6,Kermie,Hedger,Unknown,18,Accounting Assistant II,IT,Mass Customer,N,Yes,,,
2469,2470,2017-07-27,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,2017,July,Thursday,70 Erie Street,4814,QLD,2,Roy,Dunaway,Male,70,,Argiculture,Mass Customer,N,No,13.0,65.0,60s
2470,2471,2017-01-06,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,36361.0,2017,January,Friday,3 Talisman Place,4017,QLD,5,Noland,Bresland,Male,55,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0,44.0,40s
2471,2472,2017-07-03,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,2017,July,Monday,567 Scott Park,4118,QLD,5,Mathias,Element,Male,99,Product Engineer,Health,High Net Worth,N,Yes,16.0,33.0,30s
2472,2473,2017-08-23,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,41922.0,2017,August,Wednesday,9248 Sugar Terrace,2530,New South Wales,9,Davon,,Male,50,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13.0,53.0,50s
2473,2474,2017-06-26,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,2017,June,Monday,13 Tennyson Point,4370,QLD,6,Chrysa,Burrett,Female,59,Executive Secretary,Argiculture,High Net Worth,N,Yes,6.0,42.0,40s
2474,2475,2017-05-29,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42218.0,2017,May,Monday,88540 Scoville Plaza,3195,Victoria,9,Cammi,Ambrogioni,Female,68,Quality Control Specialist,,Mass Customer,N,No,20.0,46.0,40s
2475,2476,2017-03-07,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41922.0,2017,March,Tuesday,22779 Graedel Road,4655,QLD,2,Hal,Braddon,Male,13,Administrative Officer,Property,High Net Worth,N,No,17.0,66.0,60s
2476,2477,2017-02-08,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,2017,February,Wednesday,51800 Meadow Vale Point,3023,Victoria,7,Barney,Tilling,Male,25,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,46.0,40s
2477,2478,2017-07-27,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42710.0,2017,July,Thursday,1 Trailsway Lane,2145,New South Wales,9,Andreas,Lamke,Male,85,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10.0,56.0,50s
2478,2479,2017-05-06,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017,May,Saturday,65662 Haas Trail,2560,New South Wales,7,Helge,Voller,Female,81,Community Outreach Specialist,Retail,Mass Customer,N,No,5.0,26.0,20s
2479,2480,2017-09-08,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,2017,September,Friday,0 Union Plaza,2444,New South Wales,7,Adey,Shevlin,Female,3,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16.0,51.0,50s
2480,2481,2017-01-15,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017,January,Sunday,1 Forster Junction,2880,New South Wales,1,Amber,Ruslin,Female,71,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,44.0,40s
2481,2482,2017-04-30,1.0,Cancelled,Solex,Standard,medium,medium,1483.2,99.59,36146.0,2017,April,Sunday,24877 3rd Circle,2063,New South Wales,12,Regan,Siemens,Male,95,Pharmacist,Health,Mass Customer,N,Yes,10.0,69.0,60s
2482,2483,2017-09-13,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37668.0,2017,September,Wednesday,34797 Londonderry Trail,3806,Victoria,7,Greta,Cotterrill,Female,54,,Manufacturing,Mass Customer,N,No,10.0,35.0,30s
2483,2484,2017-08-22,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,2017,August,Tuesday,24649 Kennedy Street,2114,New South Wales,8,Elise,Slimm,Female,77,Senior Quality Engineer,Property,Mass Customer,N,Yes,14.0,43.0,40s
2484,2485,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,36498.0,2017,March,Thursday,9 Spaight Place,2102,New South Wales,9,Ringo,Parkyn,Male,93,Help Desk Technician,,Mass Customer,N,Yes,12.0,67.0,60s
2485,2486,2017-02-20,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0,2017,February,Monday,711 Hayes Court,2120,New South Wales,10,Alaine,Halbord,Female,77,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,69.0,60s
2486,2487,2017-12-26,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35560.0,2017,December,Tuesday,30624 John Wall Point,3101,Victoria,7,Elton,Piggford,Male,92,Operator,IT,Affluent Customer,N,Yes,14.0,45.0,40s
2487,2488,2017-03-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017,March,Saturday,46 Victoria Center,2770,New South Wales,9,Idalia,Braunton,Female,32,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,34.0,30s
2488,2489,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,2017,March,Thursday,99 Blackbird Court,2203,New South Wales,11,Emma,Mates,Female,42,Speech Pathologist,Retail,Mass Customer,N,No,15.0,46.0,40s
2489,2490,2017-12-02,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,2017,December,Saturday,00 Rutledge Alley,2166,New South Wales,9,Clint,Krause,Male,28,,Health,Mass Customer,N,Yes,5.0,35.0,30s
2490,2491,2017-04-23,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,38482.0,2017,April,Sunday,719 Vahlen Way,2560,New South Wales,8,Tabbie,Turone,Male,74,Clinical Specialist,Health,Mass Customer,N,No,14.0,46.0,40s
2491,2492,2017-11-07,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,2017,November,Tuesday,02 Declaration Lane,4551,QLD,7,Gayelord,Lipman,Male,35,Design Engineer,Manufacturing,High Net Worth,N,No,9.0,49.0,40s
2492,2493,2017-11-16,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499.0,2017,November,Thursday,9366 Judy Alley,4171,QLD,9,Rey,Collum,Male,56,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17.0,41.0,40s
2493,2494,2017-08-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115.0,2017,August,Sunday,07623 Mandrake Trail,2093,New South Wales,11,Donella,Emm,Female,98,Senior Sales Associate,Manufacturing,High Net Worth,N,No,16.0,48.0,40s
2494,2495,2017-02-09,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,2017,February,Thursday,050 Buell Lane,4055,QLD,7,Gwenore,Suero,Female,89,Assistant Professor,IT,Affluent Customer,N,No,17.0,69.0,60s
2495,2496,2017-03-18,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,2017,March,Saturday,556 Gale Road,4165,QLD,6,Lew,Wittleton,Male,29,Web Developer II,Manufacturing,Mass Customer,N,Yes,21.0,42.0,40s
2496,2497,2017-01-06,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,36367.0,2017,January,Friday,24 Helena Alley,2566,New South Wales,9,Gustav,Aaronsohn,Male,33,Administrative Assistant IV,Property,Affluent Customer,N,No,12.0,54.0,50s
2497,2498,2017-03-20,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,2017,March,Monday,77410 Bluejay Street,3046,Victoria,9,Rosana,Emmatt,Female,70,Software Test Engineer III,Retail,High Net Worth,N,No,8.0,45.0,40s
2498,2499,2017-02-23,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,40618.0,2017,February,Thursday,62 Doe Crossing Junction,2760,New South Wales,7,Doll,Tschirschky,Female,77,Account Representative I,Retail,Mass Customer,N,No,14.0,49.0,40s
2499,2500,2017-01-22,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,2017,January,Sunday,7 Lake View Street,4060,QLD,9,Micky,Livings,Female,35,Senior Developer,Property,High Net Worth,N,Yes,17.0,65.0,60s
2500,2501,2017-05-10,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,42172.0,2017,May,Wednesday,30 Redwing Pass,2112,New South Wales,11,Ora,Meaddowcroft,Female,80,Actuary,Financial Services,Mass Customer,N,Yes,10.0,51.0,50s
2501,2502,2017-10-09,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0,2017,October,Monday,99488 Mccormick Terrace,2207,New South Wales,11,Concordia,Mussington,Female,6,Structural Engineer,Manufacturing,Mass Customer,N,Yes,11.0,58.0,50s
2502,2503,2017-02-22,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,2017,February,Wednesday,60 Banding Terrace,2880,New South Wales,1,Devlin,Laneham,Male,80,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10.0,55.0,50s
2503,2504,2017-11-16,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,40303.0,2017,November,Thursday,6220 Sugar Court,2300,New South Wales,8,Aloysius,Huffer,Male,52,,Property,Mass Customer,N,No,2.0,23.0,20s
2504,2505,2017-02-20,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,41009.0,2017,February,Monday,53 Anthes Point,4341,QLD,2,Myrah,McCarry,Female,45,VP Marketing,Financial Services,High Net Worth,N,No,3.0,42.0,40s
2505,2506,2017-01-05,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,2017,January,Thursday,0 Mosinee Lane,3250,Victoria,4,Arlana,Ferrick,Female,97,,Health,Affluent Customer,N,No,9.0,68.0,60s
2506,2507,2017-06-27,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40410.0,2017,June,Tuesday,9 Caliangt Park,2087,New South Wales,11,Alysa,Galilee,Female,77,Biostatistician III,Health,Affluent Customer,N,Yes,8.0,36.0,30s
2507,2508,2017-04-06,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,2017,April,Thursday,0192 Ridgeview Terrace,4655,QLD,6,Virgil,Borkett,Male,98,Information Systems Manager,,Mass Customer,N,No,3.0,26.0,20s
2508,2509,2017-04-24,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560.0,2017,April,Monday,6534 New Castle Plaza,2033,New South Wales,12,Danya,Beadles,Male,99,Help Desk Technician,Financial Services,Mass Customer,N,No,7.0,51.0,50s
2509,2510,2017-06-02,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,40779.0,2017,June,Friday,6 Hoard Plaza,3111,Victoria,10,Nealson,Lowdham,Male,43,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7.0,50.0,50s
2510,2511,2017-05-30,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0,2017,May,Tuesday,440 Shasta Crossing,2118,New South Wales,10,Jedidiah,Daulby,Male,20,Technical Writer,Financial Services,Mass Customer,N,Yes,4.0,31.0,30s
2511,2512,2017-10-08,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42218.0,2017,October,Sunday,1127 Artisan Parkway,4070,QLD,5,Franzen,Halliday,Male,3,Web Developer I,,High Net Worth,N,Yes,19.0,55.0,50s
2512,2513,2017-11-11,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,2017,November,Saturday,23478 Ramsey Pass,2760,New South Wales,6,Rustie,Ligoe,Male,55,Structural Analysis Engineer,Property,Mass Customer,N,No,12.0,44.0,40s
2513,2514,2017-06-21,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,2017,June,Wednesday,5 Warbler Avenue,3071,Victoria,10,Vincenty,Sayer,Male,25,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,17.0,47.0,40s
